id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,,,alpha-2,name,iso_country,,,,sub_div_codes,name,iso_region
30778,NWWC,medium_airport,Île Art - Waala Airport,-19.72060013,163.6609955,306,OC,New Caledonia,,Waala,yes,NWWC,BMY,,,http://en.wikipedia.org/wiki/%C3%8Ele_Art_-_Waala_Airport,Belep Islands Airport,,,,,NC,New Caledonia,,,DO-27,Valverde,
302044,BMZ,small_airport,Bamu Airport,-7.8485,143.2433,50,OC,Papua New Guinea,Western,Bamu,no,AYBF,BMZ,BAMU,,,,,,,,PG,Papua New Guinea,,,DO-28,Monse�or Nouel,
3420,KBNA,large_airport,Nashville International Airport,36.12450027,-86.67819977,599,NA,United States of America,Tennessee,Nashville,yes,KBNA,BNA,BNA,,http://en.wikipedia.org/wiki/Nashville_International_Airport,,,,,,US,United States of America,,,DO-29,Monte Plata,
30779,FZGN,small_airport,Boende Airport,-0.216999993,20.85000038,1168,AF,Congo (Democratic Republic of the),,Boende,no,FZGN,BNB,,,,,,,,,CD,Congo (Democratic Republic of the),,,DO-30,Hato Mayor,
30780,FZNP,small_airport,Beni Airport,0.575,29.4739,3517,AF,Congo (Democratic Republic of the),,Beni,no,FZNP,BNC,,,https://en.wikipedia.org/wiki/Beni_Airport,,,,,,CD,Congo (Democratic Republic of the),,,DO-31,San Jos� de Ocoa,
5172,OIKB,medium_airport,Bandar Abbas International Airport,27.21829987,56.37779999,22,AS,Iran (Islamic Republic of),Hormozgan,Bandar Abbas,yes,OIKB,BND,,,http://en.wikipedia.org/wiki/Bandar_Abbas_International_Airport,,,,,,IR,Iran (Islamic Republic of),,,DO-32,Santo Domingo,
26901,YBBN,large_airport,Brisbane International Airport,-27.38419914,153.1170044,13,OC,Australia,,Brisbane,yes,YBBN,BNE,,,http://en.wikipedia.org/wiki/Brisbane_Airport,,,,,,AU,Australia,,,DO-33,Cibao Nordeste,
16502,BNF,seaplane_base,Baranof Warm Springs Float and Seaplane Base,57.088799,-134.833146,0,NA,United States of America,Alaska,Baranof,no,,BNF,BNF,,,"Warm Spring Bay Seaplane Base  Baranof Warm Springs, Baranoff",,,,,US,United States of America,,,DO-34,Cibao Noroeste,
19395,KBNG,small_airport,Banning Municipal Airport,33.92309952,-116.8509979,2219,NA,United States of America,California,Banning,no,KBNG,BNG,BNG,http://www.ci.banning.ca.us/index.aspx?NID=23,http://en.wikipedia.org/wiki/Banning_Municipal_Airport,,,,,,US,United States of America,,,DO-35,Cibao Norte,
321938,US-0370,seaplane_base,Cape Air Seaplanes on Boston Harbor Seaplane Base,42.352502,-71.025832,0,NA,United States of America,Massachusetts,Boston,no,MA87,BNH,MA87,,,,,,,,US,United States of America,,,DO-36,Cibao Sur,
2106,DNBE,medium_airport,Benin Airport,6.316979885,5.599500179,258,AF,Nigeria,Edo,Benin,yes,DNBE,BNI,,http://www.faannigeria.org/nigeria-airport.php?airport=22,http://en.wikipedia.org/wiki/Benin_Airport,,,,,,NG,Nigeria,,,DO-37,El Valle,
28532,EDKB,small_airport,Bonn-Hangelar Airport,50.76889038,7.163332939,197,EU,Germany,,Bonn,no,EDKB,BNJ,,,http://de.wikipedia.org/wiki/Flugplatz_Bonn/Hangelar,,,,,,DE,Germany,,,DO-38,Enriquillo,
26920,YBNA,medium_airport,Ballina Byron Gateway Airport,-28.83390045,153.5619965,7,OC,Australia,,Ballina,yes,YBNA,BNK,,,http://en.wikipedia.org/wiki/Ballina_Airport,,,,,,AU,Australia,,,DO-39,Higuamo,
19396,KBNL,small_airport,Barnwell Regional Airport,33.25780106,-81.38829803,246,NA,United States of America,South Carolina,Barnwell,no,KBNL,BNL,BNL,http://www.barnwellregionalairport.com/Home_Page.php,http://en.wikipedia.org/wiki/Barnwell_Regional_Airport,,,,,,US,United States of America,,,DO-40,Ozama,
301975,BNM,small_airport,Bodinumu Airport,-9.107777778,147.6667222,3700,OC,Papua New Guinea,Central,Bodinumu,no,AYBD,BNM,BNU,,,,,,,,PG,Papua New Guinea,,,DO-41,Valdesia,
2568,ENBN,medium_airport,Brønnøysund Airport,65.46109772,12.21749973,25,EU,Norway,Nordland,Brønnøy,yes,ENBN,BNN,,https://avinor.no/en/airport/bronnoysund-airport/,http://en.wikipedia.org/wiki/Br%C3%B8nn%C3%B8ysund_Airport%2C_Br%C3%B8nn%C3%B8y,Bronnoy,,,,,NO,Norway,,,DO-42,Yuma,
19397,KBNO,medium_airport,Burns Municipal Airport,43.59189987,-118.9550018,4148,NA,United States of America,Oregon,Burns,no,KBNO,BNO,BNO,http://www.ci.burns.or.us/airport.html,http://en.wikipedia.org/wiki/Burns_Municipal_Airport,,,,,,US,United States of America,,,DZ-1,Adrar,
30781,OPBN,small_airport,Bannu Airport,32.9729,70.527901,1325,AS,Pakistan,,Bannu,yes,OPBN,BNP,,,https://en.wikipedia.org/wiki/Bannu_Airport,,,,,,PK,Pakistan,,,DZ-2,Chlef,
302045,BNQ,closed,Baganga airport,7.611944444,126.5688889,42,AS,Philippines,Davao Oriental,Baganga,no,,BNQ,,,,,,,,,PH,Philippines,,,DZ-3,Laghouat,
30782,DFOB,small_airport,Banfora Airport,10.68299961,-4.717000008,984,AF,Burkina Faso,,Banfora,no,DFOB,BNR,,,,,,,,,BF,Burkina Faso,,,DZ-4,Oum el Bouaghi,
6256,SVBI,medium_airport,Barinas Airport,8.615,-70.21416667,615,SA,Venezuela (Bolivarian Republic of),Barinas,Barinas,yes,SVBI,BNS,,,,,,,,,VE,Venezuela (Bolivarian Republic of),,,DZ-5,Batna,
302046,BNT,small_airport,Bundi Airport,-5.742222222,145.2275,4400,OC,Papua New Guinea,Madang,Bundi,no,AYDI,BNT,BDI,,,,,,,,PG,Papua New Guinea,,,DZ-6,B�ja�a,
436,SSBL,small_airport,Blumenau Airport,-26.83060074,-49.09030151,60,SA,Brazil,,Blumenau,no,SSBL,BNU,SSBL,,,,,,,,BR,Brazil,,,DZ-7,Biskra,
312758,BNV,closed,Boana Airport,-6.433,146.825,2950,OC,Papua New Guinea,Morobe,Boana,no,,BNV,,,,,,,,,PG,Papua New Guinea,,,DZ-8,B�char,
19398,KBNW,small_airport,Boone Municipal Airport,42.04959869,-93.84760284,1160,NA,United States of America,Iowa,Boone,no,KBNW,BNW,BNW,,,,,,,,US,United States of America,,,DZ-9,Blida,
4467,LQBK,medium_airport,Banja Luka International Airport,44.94139862,17.29750061,400,EU,Bosnia and Herzegovina,,Banja Luka,yes,LQBK,BNX,,http://www.banjaluka-airport.com/,http://en.wikipedia.org/wiki/Banja_Luka_International_Airport,Mahovljani Airport,,,,,BA,Bosnia and Herzegovina,,,DZ-10,Bouira,
302047,AGGB,small_airport,Bellona/Anua Airport,-11.30222222,159.7983333,60,OC,Solomon Islands,Rennell and Bellona,Anua,yes,AGGB,BNY,,,http://en.wikipedia.org/wiki/Bellona/Anua_Airport,,,,,,SB,Solomon Islands,,,DZ-11,Tamanrasset,
313293,BNZ,closed,Banz Airport,-5.807,144.623,5150,OC,Papua New Guinea,,Banz,no,,BNZ,,,,,,,,,PG,Papua New Guinea,,,DZ-12,T�bessa,
30783,FZAJ,small_airport,Boma Airport,-5.854000092,13.06400013,26,AF,Congo (Democratic Republic of the),,Boma,yes,FZAJ,BOA,,,,,,,,,CD,Congo (Democratic Republic of the),,,DZ-13,Tlemcen,
5003,NTTB,medium_airport,Bora Bora Airport,-16.44440079,-151.7510071,10,OC,French Polynesia,,Motu Mute,yes,NTTB,BOB,,,http://en.wikipedia.org/wiki/Bora_Bora_Airport,,,,,,PF,French Polynesia,,,DZ-14,Tiaret,
4786,MPBO,medium_airport,Bocas Del Toro International Airport,9.340849876,-82.25080109,10,NA,Panama,Bocas del Toro,Isla Colón,yes,MPBO,BOC,,,,,,,,,PA,Panama,,,DZ-15,Tizi Ouzou,
4060,LFBD,large_airport,Bordeaux-Mérignac Airport,44.82830048,-0.715556026,162,EU,France,,Bordeaux/Mérignac,yes,LFBD,BOD,,,http://en.wikipedia.org/wiki/Bordeaux%E2%80%93M%C3%A9rignac_Airport,,,,,,FR,France,,,DZ-16,Alger,
30784,FCOB,small_airport,Boundji Airport,-1.032999992,15.38300037,1247,AF,Congo,,Boundji,no,FCOB,BOE,,,,,,,,,CG,Congo,,,DZ-17,Djelfa,
16503,BOF,heliport,Bolling Air Force Base,38.84289932,-77.01609802,20,NA,United States of America,District of Columbia,Washington,no,KBOF,BOF,BOF,,http://en.wikipedia.org/wiki/Joint_Base_Anacostia-Bolling,,,,,,US,United States of America,,,DZ-18,Jijel,
6104,SKBO,large_airport,El Dorado International Airport,4.70159,-74.1469,8361,SA,Colombia,,Bogota,yes,SKBO,BOG,BOG,,http://en.wikipedia.org/wiki/El_Dorado_International_Airport,,,,,,CO,Colombia,,,DZ-19,S�tif,
2421,EGHH,large_airport,Bournemouth Airport,50.77999878,-1.842499971,38,EU,United Kingdom of Great Britain and Northern Ireland,,Bournemouth,yes,EGHH,BOH,,http://www.bournemouthairport.com/,http://en.wikipedia.org/wiki/Bournemouth_Airport,RAF Hurn,,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,DZ-20,Sa�da,
3421,KBOI,large_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,NA,United States of America,Idaho,Boise,yes,KBOI,BOI,BOI,http://www.cityofboise.org/departments/airport/,http://en.wikipedia.org/wiki/Boise_Airport,"Boise Air Terminal, Gowen Field",,,,,US,United States of America,,,DZ-21,Skikda,
3974,LBBG,large_airport,Burgas Airport,42.56959915,27.51519966,135,EU,Bulgaria,,Burgas,yes,LBBG,BOJ,,,http://en.wikipedia.org/wiki/Burgas_Airport,,,,,,BG,Bulgaria,,,DZ-22,Sidi Bel Abb�s,
16504,BOK,small_airport,Brookings Airport,42.0746,-124.290001,459,NA,United States of America,Oregon,Brookings,no,KBOK,BOK,BOK,,http://en.wikipedia.org/wiki/Brookings_Airport,,,,,,US,United States of America,,,DZ-23,Annaba,
29178,EGQB,small_airport,Ballykelly Airport,55.06029892,-7.020279884,85,EU,United Kingdom of Great Britain and Northern Ireland,,Ballykelly,no,EGQB,BOL,,,http://en.wikipedia.org/wiki/RAF_Ballykelly,RAF Ballykelly,,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,DZ-24,Guelma,
26434,VABB,large_airport,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,39,AS,India,,Mumbai,yes,VABB,BOM,,http://www.csia.in/,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,"Bombay, Sahar International Airport",,,,,IN,India,,,DZ-25,Constantine,
6403,TNCB,medium_airport,Flamingo International Airport,12.13099957,-68.26850128,20,NA,"Bonaire, Sint Eustatius and Saba",,Kralendijk,yes,TNCB,BON,,,http://en.wikipedia.org/wiki/Flamingo_International_Airport,Bonaire,,,,,BQ,"Bonaire, Sint Eustatius and Saba",,,DZ-26,M�d�a,
2569,ENBO,large_airport,Bodø Airport,67.26920319,14.36530018,42,EU,Norway,Nordland,Bodø,yes,ENBO,BOO,,http://www.avinor.no/en/airport/bodo/frontpage,http://en.wikipedia.org/wiki/Bod%C3%B8_Airport,"Bodø Air Force Base, Bodø Main Air Station",,,,,NO,Norway,,,DZ-27,Mostaganem,
30785,FEFO,small_airport,Bouar Airport,5.958000183,15.63700008,3360,AF,Central African Republic,,Bouar,no,FEFO,BOP,,,http://en.wikipedia.org/wiki/Bouar_Airport,,,,,,CF,Central African Republic,,,DZ-28,M'sila,
312759,BOQ,closed,Boku Airport,-6.5427,155.3419,225,OC,Papua New Guinea,Bougainville,Boku,no,,BOQ,,,,,,,,,PG,Papua New Guinea,,,DZ-29,Mascara,
30786,LFSQ,closed,Fontaine Airport,47.6556015,7.010829926,1208,EU,France,,Belfort,no,LFSQ,BOR,,,,,,,,,FR,France,,,DZ-30,Ouargla,
3422,KBOS,large_airport,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20,NA,United States of America,Massachusetts,Boston,yes,KBOS,BOS,BOS,http://www.massport.com/logan/,http://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport,,,,,US,United States of America,,,DZ-31,Oran,
301979,BOT,small_airport,Bosset Airport,-7.237257,141.1063222,80,OC,Papua New Guinea,Western,Bosset,yes,AYET,BOT,BST,,http://en.wikipedia.org/wiki/Bosset_Airport,Boset,,,,,PG,Papua New Guinea,,,DZ-32,El Bayadh,
4133,LFLD,medium_airport,Bourges Airport,47.05810165,2.370280027,529,EU,France,,Bourges,no,LFLD,BOU,,,,,,,,,FR,France,,,DZ-33,Illizi,
312780,BOV,small_airport,Boang Airport,-3.3834,153.2812,85,OC,Papua New Guinea,New Ireland,Boang Island,no,,BOV,BOG,,,,,,,,PG,Papua New Guinea,,,DZ-34,Bordj Bou Arr�ridj,
19399,KBOW,small_airport,Bartow Municipal Airport,27.94339943,-81.78340149,125,NA,United States of America,Florida,Bartow,no,KBOW,BOW,BOW,http://www.bartow-airport.com/,http://en.wikipedia.org/wiki/Bartow_Municipal_Airport,,,,,,US,United States of America,,,DZ-35,Boumerd�s,
2089,DFOO,medium_airport,Bobo Dioulasso Airport,11.16009998,-4.33096981,1511,AF,Burkina Faso,,Bobo Dioulasso,yes,DFOO,BOY,,,http://en.wikipedia.org/wiki/Bobo_Dioulasso_Airport,,,,,,BF,Burkina Faso,,,DZ-36,El Tarf,
30787,FEGZ,small_airport,Bozoum Airport,6.344170094,16.32189941,2215,AF,Central African Republic,,Bozoum,no,FEGZ,BOZ,,,http://en.wikipedia.org/wiki/Bozoum_Airport,,,,,,CF,Central African Republic,,,DZ-37,Tindouf,
38690,US-BPA,closed,Grumman Bethpage Airport,40.74940109,-73.4960022,115,NA,United States of America,New York,Bethpage,no,,BPA,,,,,,,,,US,United States of America,,,DZ-38,Tissemsilt,
2888,FKKV,medium_airport,Bamenda Airport,6.039239883,10.1225996,4065,AF,Cameroon,,Bamenda,no,FKKV,BPC,,,,,,,,,CM,Cameroon,,,DZ-39,El Oued,
301792,PG-0020,small_airport,Bapi Airstrip,-7.743611111,147.0205556,2930,OC,Papua New Guinea,Morobe,Bapi,no,AYBP,BPD,BAPI,,,,,,,,PG,Papua New Guinea,,,DZ-40,Khenchela,
318174,ZBDH,medium_airport,Qinhuangdao Beidaihe Airport,39.666389,119.058889,46,AS,China,,Qinhuangdao,yes,ZBDH,BPE,,,https://en.wikipedia.org/wiki/Qinhuangdao_Beidaihe_Airport,,,,,,CN,China,,,DZ-41,Souk Ahras,
302402,BPF,small_airport,Batuna Aerodrome,-8.562027778,158.1193056,24,OC,Solomon Islands,Western,Batuna Mission Station,no,AGBT,BPF,,,,,,,,,SB,Solomon Islands,,,DZ-42,Tipaza,
5876,SBBW,medium_airport,Barra do Garças Airport,-15.86130047,-52.38890076,1147,SA,Brazil,,Barra Do Garças,no,SBBW,BPG,,,http://en.wikipedia.org/wiki/Barra_do_Gar%C3%A7as_Airport,,,,,,BR,Brazil,,,DZ-43,Mila,
19401,KBPI,medium_airport,Miley Memorial Field,42.58509827,-110.1110001,6990,NA,United States of America,Wyoming,Big Piney,no,KBPI,BPI,BPI,,http://en.wikipedia.org/wiki/Miley_Memorial_Field,Big Piney-Marbleton Airport,,,,,US,United States of America,,,DZ-44,A�n Defla,
301804,PG-0022,small_airport,Biangabip Airport,-5.526388889,141.7445833,1069,OC,Papua New Guinea,Western,Biangabip,no,AYBQ,BPK,BIP,,,,,,,,PG,Papua New Guinea,,,DZ-45,Naama,
46650,ZWAX,medium_airport,Alashankou Bole (Bortala) airport,44.895,82.3,1253,AS,China,,Bole,no,ZWBL,BPL,,,http://en.wikipedia.org/wiki/Bole_Alashankou_Airport,,,,,,CN,China,,,DZ-46,A�n T�mouchent,
26615,VOHY,medium_airport,Begumpet Airport,17.4531002,78.46759796,1742,AS,India,Telangana,Hyderabad,no,VOHY,BPM,,,http://en.wikipedia.org/wiki/Begumpet_Airport,"Begumpet Air Force Station, HYD, Hyderabad Airport",,,,,IN,India,,,DZ-47,Gharda�a,
26760,WALL,small_airport,Sultan Aji Muhamad Sulaiman Airport,-1.268270016,116.8939972,12,AS,Indonesia,Kalimantan Timur,Kotamadya Balikpapan,yes,WALL,BPN,,http://sepinggan-airport.com/,http://en.wikipedia.org/wiki/Sultan_Aji_Muhamad_Sulaiman_Airport,"WRLL, Balikpapan Airport",,,,,ID,Indonesia,,,DZ-48,Relizane,
5961,SBPS,medium_airport,Porto Seguro Airport,-16.438601,-39.080898,168,SA,Brazil,,Porto Seguro,yes,SBPS,BPS,,,https://en.wikipedia.org/wiki/Porto_Seguro_Airport,,,,,,BR,Brazil,,,EC-A,Azuay,
3423,KBPT,medium_airport,Southeast Texas Regional Airport,29.95079994,-94.02069855,15,NA,United States of America,Texas,Beaumont/Port Arthur,yes,KBPT,BPT,BPT,,http://en.wikipedia.org/wiki/Southeast_Texas_Regional_Airport,,,,,,US,United States of America,,,EC-B,Bol�var,
30788,ZUBD,medium_airport,Qamdo Bangda Airport,30.55360031,97.10829926,14219,AS,China,,Bangda,yes,ZUBD,BPX,,,http://en.wikipedia.org/wiki/Bangda_Airport,,,,,,CN,China,,,EC-C,Carchi,
5725,RPUR,medium_airport,Dr.Juan C. Angara Airport,15.729309,121.500034,108,AS,Philippines,Aurora,Baler,yes,RPUR,BQA,,,,"Baler, Dr. Juan C. Angara",,,,,PH,Philippines,,,EC-D,Orellana,
30789,BIBR,small_airport,Búðardalur Airport,65.07530212,-21.8003006,131,EU,Iceland,Vesturland,Búðardalur,no,BIBR,BQD,,,,,,,,,IS,Iceland,,,EC-E,Esmeraldas,
39587,GGBU,small_airport,Bubaque Airport,11.29735565,-15.83807945,,AF,Guinea-Bissau,Bolama,Bubaque,no,GGBU,BQE,,,,,,,,,GW,Guinea-Bissau,,,EC-F,Ca�ar,
45189,UHNB,small_airport,Bogorodskoye Airport,52.38,140.448,,EU,Russian Federation,Khabarovskiy kray,Bogorodskoye,yes,UHNB,BQG,,,,"Bogorodskoe Airport, Аэропорт Богородское, УХНБ",,,,,RU,Russian Federation,,,EC-G,Guayas,
2428,EGKB,medium_airport,London Biggin Hill Airport,51.3307991,0.032499999,598,EU,United Kingdom of Great Britain and Northern Ireland,,London,no,EGKB,BQH,,http://www.bigginhillairport.com/,http://en.wikipedia.org/wiki/London_Biggin_Hill_Airport,"LON, RAF Biggin Hill",,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,EC-H,Chimborazo,
29549,NA-0012,small_airport,Bagani Airport,-18.11809921,21.62439919,3314,AF,Namibia,Kavango East,Bagani,no,FYBG,BQI,,,,,,,,,NA,Namibia,,,EC-I,Imbabura,
32507,UEBB,small_airport,Batagay Airport,67.64800262,134.6950073,696,AS,Russian Federation,"Sakha, Respublika [Yakutiya]",Batagay,yes,UEBB,BQJ,,,https://en.wikipedia.org/wiki/Batagay_Airport,"УЕББ, Батагай",,,,,RU,Russian Federation,,,EC-L,Loja,
3424,KBQK,medium_airport,Brunswick Golden Isles Airport,31.25880051,-81.46649933,26,NA,United States of America,Georgia,Brunswick,yes,KBQK,BQK,BQK,,http://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport,,,,,,US,United States of America,,,EC-M,Manab�,
6379,TJBQ,medium_airport,Rafael Hernandez Airport,18.49489975,-67.12940216,237,NA,Puerto Rico,,Aguadilla,yes,TJBQ,BQN,BQN,,http://en.wikipedia.org/wiki/Rafael_Hern%C3%A1ndez_Airport,"Ramey, TJFF",,,,,PR,Puerto Rico,,,EC-N,Napo,
30790,DIBN,small_airport,Bouna Airport,9.277500153,-3.025279999,1148,AF,Côte d'Ivoire,,Bouna,no,DIBN,BQO,,,,,,,,,CI,Côte d'Ivoire,,,EC-O,El Oro,
287,SNBX,small_airport,Barra Airport,-11.08080006,-43.14749908,1345,SA,Brazil,,Barra,no,SNBX,BQQ,SNBX,,,,,,,,BR,Brazil,,,EC-P,Pichincha,
6454,UHBB,medium_airport,Ignatyevo Airport,50.42539978,127.4120026,638,AS,Russian Federation,Amurskaya oblast',Blagoveschensk,yes,UHBB,BQS,,,http://en.wikipedia.org/wiki/Ignatyevo_Airport,"Blagoveschensk Airport, Blagoveshchensk Airport, Аэропорт Игнатьево, Аэропорт Благовещенск",,,,,RU,Russian Federation,,,EC-R,Los R�os,
6495,UMBB,medium_airport,Brest Airport,52.108299,23.8981,468,EU,Belarus,,Brest,yes,UMBB,BQT,,,https://en.wikipedia.org/wiki/Brest_Airport,Аэропорт Брест,,,,,BY,Belarus,,,EC-S,Morona-Santiago,
6412,TVSB,medium_airport,J F Mitchell Airport,12.98840046,-61.26200104,15,NA,Saint Vincent and the Grenadines,,Bequia,yes,TVSB,BQU,,,http://en.wikipedia.org/wiki/J._F._Mitchell_Airport,,,,,,VC,Saint Vincent and the Grenadines,,,EC-SD,Santo Domingo de los Ts�chilas,
16505,BQV,seaplane_base,Bartlett Cove Seaplane Base,58.4552002,-135.8849945,0,NA,United States of America,Alaska,Gustavus,no,BQV,BQV,BQV,,,,,,,,US,United States of America,,,EC-SE,Santa Elena,
27375,YBGO,small_airport,Balgo Hill Airport,-20.1483,127.973,1440,OC,Australia,,Balgo,no,YBGO,BQW,,,https://en.wikipedia.org/wiki/Balgo_Hill_Airport,,,,,,AU,Australia,,,EC-T,Tungurahua,
35154,TUZ,closed,Tucuma Airport,-3.967000008,-66.43299866,59,SA,Brazil,,Tucuma,no,TUZ,BR-,,,,,,,,,BR,Brazil,,,EC-U,Sucumb�os,
283,SNBR,small_airport,Barreiras Airport,-12.07890034,-45.00899887,2447,SA,Brazil,,Barreiras,no,SNBR,BRA,SNBR,,,,,,,,BR,Brazil,,,EC-W,Gal�pagos,
5852,SAZS,medium_airport,San Carlos De Bariloche Airport,-41.151199,-71.157501,2774,SA,Argentina,,San Carlos de Bariloche,yes,SAZS,BRC,BAR,http://www.aa2000.com.ar/bariloche,https://en.wikipedia.org/wiki/San_Carlos_de_Bariloche_Airport,,,,,,AR,Argentina,,,EC-X,Cotopaxi,
19406,KBRD,medium_airport,Brainerd Lakes Regional Airport,46.39830017,-94.13809967,1232,NA,United States of America,Minnesota,Brainerd,yes,KBRD,BRD,BRD,http://brainerdairport.com/,http://en.wikipedia.org/wiki/Brainerd_Lakes_Regional_Airport,Crow Wing County Airport,,,,,US,United States of America,,,EC-Y,Pastaza,
2225,EDDW,large_airport,Bremen Airport,53.04750061,8.786669731,14,EU,Germany,,Bremen,yes,EDDW,BRE,,,http://en.wikipedia.org/wiki/Bremen_Airport,,,,,,DE,Germany,,,EC-Z,Zamora Chinchipe,
312520,BRG,closed,Whitesburg Municipal Airport,37.2219,-82.8742,1985,NA,United States of America,Kentucky,Whitesburg,no,,BRG,,,,"Isom Airport, Letcher County",,,,,US,United States of America,,,EE-37,Harjumaa,
4310,LIBD,large_airport,Bari Karol Wojtyła Airport,41.138901,16.760599,177,EU,Italy,,Bari,yes,LIBD,BRI,BA02,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,http://en.wikipedia.org/wiki/Bari_Karol_Wojty%C5%82a_Airport,"Bari ""Karol Wojtyla"" International Airport, Palese Macchie Airport, Palese Airport",,,,,IT,Italy,,,EE-39,Hiiumaa,
3425,KBRL,medium_airport,Southeast Iowa Regional Airport,40.78319931,-91.12550354,698,NA,United States of America,Iowa,Burlington,yes,KBRL,BRL,BRL,,http://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport,,,,,,US,United States of America,,,EE-44,Ida-Virumaa,
6259,SVBM,medium_airport,Barquisimeto International Airport,10.04274654,-69.35861969,2042,SA,Venezuela (Bolivarian Republic of),Lara,Barquisimeto,yes,SVBM,BRM,,,,,,,,,VE,Venezuela (Bolivarian Republic of),,,EE-49,J�gevamaa,
4503,LSZB,medium_airport,Bern Belp Airport,46.91410065,7.497149944,1674,EU,Switzerland,,Bern,yes,LSZB,BRN,,http://www.flughafenbern.ch/,http://en.wikipedia.org/wiki/Berne_Airport,,,,,,CH,Switzerland,,,EE-51,J�rvamaa,
3426,KBRO,medium_airport,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,22,NA,United States of America,Texas,Brownsville,yes,KBRO,BRO,BRO,,http://en.wikipedia.org/wiki/Brownsville/South_Padre_Island_International_Airport,,,,,,US,United States of America,,,EE-57,L��nemaa,
311258,AYBR,small_airport,Biaru Airport,-7.6693,146.7594,4900,OC,Papua New Guinea,Morobe,Biaru,no,AYBR,BRP,BRU,,,,,,,,PG,Papua New Guinea,,,EE-59,L��ne-Virumaa,
4409,LKTB,medium_airport,Brno-Tuřany Airport,49.15129852,16.69440079,778,EU,Czechia,,Brno,yes,LKTB,BRQ,,http://www.airport-brno.cz/index.php?id=0&lang=en,http://en.wikipedia.org/wiki/Brno-Tu%C5%99any_Airport,,,,,,CZ,Czechia,,,EE-65,P�lvamaa,
29173,EGPR,medium_airport,Barra Airport,57.0228,-7.44306,5,EU,United Kingdom of Great Britain and Northern Ireland,,Eoligarry,yes,EGPR,BRR,,http://www.hial.co.uk/barra-airport.html,http://en.wikipedia.org/wiki/Barra_Airport_(Scotland),"Barra Eoligarry Airport, Barra Island",,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,EE-67,P�rnumaa,
2417,EGGD,large_airport,Bristol Airport,51.382702,-2.71909,622,EU,United Kingdom of Great Britain and Northern Ireland,,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,http://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,EE-70,Raplamaa,
2155,EBBR,large_airport,Brussels Airport,50.90140152,4.48443985,184,EU,Belgium,,Brussels,yes,EBBR,BRU,,http://www.brusselsairport.be/en/,http://en.wikipedia.org/wiki/Brussels_Airport,,,,,,BE,Belgium,,,EE-74,Saaremaa,
2287,EDWB,closed,Bremerhaven Airport,53.506943,8.572778,10,EU,Germany,,Bremerhaven,yes,EDWB,BRV,,,https://en.wikipedia.org/wiki/Bremerhaven_Airport,,,,,,DE,Germany,,,EE-78,Tartumaa,
5342,PABR,medium_airport,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,44,NA,United States of America,Alaska,Utqiaġvik,yes,PABR,BRW,BRW,,http://en.wikipedia.org/wiki/Wiley_Post-Will_Rogers_Memorial_Airport,Barrow,,,,,US,United States of America,,,EE-82,Valgamaa,
4632,MDBH,medium_airport,Maria Montez International Airport,18.25149918,-71.12039948,10,NA,Dominican Republic,,Barahona,yes,MDBH,BRX,,,http://en.wikipedia.org/wiki/Mar%C3%ADa_Montez_International_Airport,,,,,,DO,Dominican Republic,,,EE-84,Viljandimaa,
19407,KBRY,small_airport,Samuels Field,37.81430054,-85.49960327,669,NA,United States of America,Kentucky,Bardstown,no,KBRY,BRY,BRY,http://www.cityofbardstown.org/dept-airport.html,http://en.wikipedia.org/wiki/Samuels_Field,,,,,,US,United States of America,,,EE-86,V�rumaa,
30792,HCMF,small_airport,Bosaso Airport,11.27530003,49.1493988,3,AF,Somalia,Bari,Bosaso,yes,HCMF,BSA,,,,,,,,,SO,Somalia,,,EG-ALX,AI Iskandariyah,
5872,SBBR,large_airport,Presidente Juscelino Kubistschek International Airport,-15.86916733,-47.92083359,3497,SA,Brazil,,Brasília,yes,SBBR,BSB,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,http://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,,,,,BR,Brazil,,,EG-ASN,Aswan,
